[4/20/23 11:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 08:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 08:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 900, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rob	
[4/21/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rob	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:35AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
