[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 4419848, owner: Asquad	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Asquad	
[4/17/23 08:50AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Asquad	
[4/17/23 09:02AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Asquad	
[4/17/23 09:11AM] Player picked up item: Coin, id: 995, amount: 2053295, owner: Asquad	
[4/17/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Asquad	
[4/17/23 09:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Asquad	
[4/17/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asquad	
[4/17/23 09:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 09:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 09:55AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Asquad	
[4/17/23 09:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Asquad	
[4/17/23 09:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 09:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 2722767, owner: Asquad	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Asquad	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Asquad	
[4/17/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Asquad	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Asquad	
[4/17/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Asquad	
[4/17/23 10:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Asquad	
[4/17/23 10:42AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Asquad	
[4/17/23 10:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 10:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Asquad	
[4/17/23 10:54AM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Pinpinabcd	
[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 1581109, owner: Asquad	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Asquad	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Asquad	
[4/17/23 11:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Asquad	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 3744524, owner: Asquad	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Asquad	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Asquad	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Asquad	
[4/17/23 11:06AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Asquad	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Asquad	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Asquad	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Asquad	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Asquad	
[4/18/23 03:49PM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Like My Peep	
[4/18/23 03:50PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Wizzy	
[4/18/23 04:10PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Asquad	
[4/18/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/19/23 01:31PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Asquad	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Slussy	
[4/19/23 08:05PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Tellur	
[4/19/23 08:05PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Tellur	
[4/20/23 02:20AM] Player picked up item: Coin, id: 995, amount: 726, owner: Asquad	
[4/20/23 02:56AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/20/23 03:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 530, owner: Asquad	
[4/20/23 10:20PM] Player picked up item: Shinigami Boots, id: 13332, amount: 1, owner: Asquad	
