[4/15/23 03:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rigouress	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:26PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Rigouress	
[4/15/23 03:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rigouress	
[4/15/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rigouress	
[4/15/23 03:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rigouress	
[4/15/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:48PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rigouress	
[4/15/23 03:49PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Rigouress	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Rigouress	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Rigouress	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rigouress	
