[4/20/23 02:20PM] Player picked up item: Coin, id: 995, amount: 2379745, owner: Bedroombully	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 2226477, owner: Bedroombully	
[4/20/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/20/23 04:50PM] Player picked up item: Coin, id: 995, amount: 1685883, owner: Bedroombully	
[4/20/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1395951, owner: Bedroombully	
[4/20/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 2225698, owner: Bedroombully	
[4/20/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1448842, owner: Bedroombully	
[4/20/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 06:21PM] Player picked up item: Coin, id: 995, amount: 4044584, owner: Bedroombully	
[4/20/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1580, owner: Zshana	
[4/20/23 06:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/20/23 06:41PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/20/23 06:41PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/20/23 06:50PM] Player picked up item: Coin, id: 995, amount: 1084689, owner: Bedroombully	
[4/20/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 07:20PM] Player picked up item: Coin, id: 995, amount: 1568766, owner: Bedroombully	
[4/20/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 2380558, owner: Bedroombully	
[4/20/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 07:21PM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Bedroombully	
[4/20/23 07:51PM] Player picked up item: Coin, id: 995, amount: 1221957, owner: Bedroombully	
[4/20/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 2296645, owner: Bedroombully	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 08:35PM] Player picked up item: Coin, id: 995, amount: 2109919, owner: Bedroombully	
[4/20/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 08:36PM] Player picked up item: Coin, id: 995, amount: 2129511, owner: Bedroombully	
[4/20/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/20/23 08:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bedroombully	
[4/20/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bedroombully	
[4/20/23 08:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/20/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bedroombully	
[4/20/23 08:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/20/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 1200, owner: Zshana	
[4/20/23 09:06PM] Player picked up item: Coin, id: 995, amount: 2216073, owner: Bedroombully	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1141396, owner: Bedroombully	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/20/23 09:35PM] Player picked up item: Coin, id: 995, amount: 3738616, owner: Bedroombully	
[4/20/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/20/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/20/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/20/23 09:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/20/23 09:48PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/20/23 10:05PM] Player picked up item: Coin, id: 995, amount: 1415801, owner: Bedroombully	
[4/20/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Kingrock	
[4/21/23 05:01AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Kingrock	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Kingrock	
[4/21/23 05:01AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Kingrock	
[4/21/23 05:05AM] Player picked up item: Coin, id: 995, amount: 1778360, owner: Bedroombully	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/21/23 05:34AM] Player picked up item: Coin, id: 995, amount: 2423366, owner: Bedroombully	
[4/21/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 05:36AM] Player picked up item: Coin, id: 995, amount: 4050798, owner: Bedroombully	
[4/21/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bedroombully	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1545717, owner: Bedroombully	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 07:36AM] Player picked up item: Coin, id: 995, amount: 4127050, owner: Bedroombully	
[4/21/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/21/23 07:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/21/23 07:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/21/23 08:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Winalldays	
[4/21/23 08:00AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Peep	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 1757921, owner: Bedroombully	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2322140, owner: Bedroombully	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bedroombully	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bedroombully	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 8254162, owner: Bedroombully	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Bedroombully	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Bedroombully	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1272273, owner: Bedroombully	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 4425108, owner: Bedroombully	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bedroombully	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bedroombully	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bedroombully	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Bedroombully	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/21/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 09:35AM] Player picked up item: Coin, id: 995, amount: 3774646, owner: Bedroombully	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 3357215, owner: Bedroombully	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bedroombully	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bedroombully	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/21/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/21/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/21/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Bedroombully	
[4/21/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Bedroombully	
[4/21/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1745095, owner: Bedroombully	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bedroombully	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bedroombully	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bedroombully	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 2314596, owner: Bedroombully	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/22/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bedroombully	
[4/22/23 04:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/22/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2062762, owner: Bedroombully	
[4/22/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bedroombully	
[4/22/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/22/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/22/23 07:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bedroombully	
[4/22/23 07:37AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/22/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bedroombully	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bedroombully	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Bedroombully	
[4/22/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bedroombully	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Bedroombully	
[4/22/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Bedroombully	
[4/22/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bedroombully	
[4/22/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bedroombully	
[4/22/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/22/23 12:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 12:01PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shit	
[4/22/23 01:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Feed My Iron	
[4/22/23 01:33PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Feed My Iron	
