[4/17/23 04:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 4473324, owner: Zeafaw	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zeafaw	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zeafaw	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Zeafaw	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Zeafaw	
[4/17/23 05:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Zeafaw	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zeafaw	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zeafaw	
[4/17/23 05:50AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zeafaw	
[4/17/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 05:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zeafaw	
[4/17/23 05:55AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zeafaw	
[4/17/23 05:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zeafaw	
[4/17/23 05:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zeafaw	
[4/17/23 05:55AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zeafaw	
[4/17/23 05:56AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Zeafaw	
[4/17/23 05:56AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zeafaw	
[4/17/23 05:56AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zeafaw	
[4/17/23 05:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zeafaw	
[4/17/23 05:59AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zeafaw	
[4/17/23 06:01AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Zeafaw	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 1749753, owner: Zeafaw	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zeafaw	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:14AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Zeafaw	
[4/17/23 06:15AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Zeafaw	
[4/17/23 06:15AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Zeafaw	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Zeafaw	
[4/17/23 06:17AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Zeafaw	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Zeafaw	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Zeafaw	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Zeafaw	
[4/17/23 06:19AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Zeafaw	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Zeafaw	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Zeafaw	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zeafaw	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:24AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Zeafaw	
[4/17/23 06:24AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Zeafaw	
[4/17/23 06:25AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Zeafaw	
[4/17/23 06:25AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Zeafaw	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Zeafaw	
[4/17/23 06:33AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zeafaw	
[4/17/23 06:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zeafaw	
[4/17/23 06:37AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zeafaw	
[4/17/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Zeafaw	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Zeafaw	
[4/18/23 12:01AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Zeafaw	
[4/18/23 12:03AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zeafaw	
[4/18/23 12:07AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zeafaw	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 2187585, owner: Zeafaw	
[4/18/23 12:22AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Zeafaw	
[4/18/23 12:44AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Zeafaw	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Zeafaw	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Zeafaw	
[4/18/23 12:49AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Zeafaw	
[4/18/23 12:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zeafaw	
[4/19/23 11:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Zeafaw	
[4/19/23 11:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zeafaw	
