[4/15/23 01:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Slayer	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:36AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Slayer	
[4/15/23 02:36AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Slayer	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:44AM] Player picked up item: Coin, id: 995, amount: 500, owner: Slayer	
[4/15/23 02:45AM] Player picked up item: Coin, id: 995, amount: 500, owner: Slayer	
[4/15/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:45AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Slayer	
[4/15/23 02:45AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayer	
[4/15/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 02:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:03AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Slayer	
[4/15/23 03:03AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Slayer	
[4/15/23 03:05AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Slayer	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:13AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayer	
[4/15/23 03:14AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Slayer	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:17AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Slayer	
[4/15/23 03:20AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Slayer	
[4/15/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:22AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Slayer	
[4/15/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:22AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Slayer	
[4/15/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Slayer	
[4/15/23 03:24AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Slayer	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Slayer	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:25AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Slayer	
[4/15/23 03:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayer	
