[4/18/23 04:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lun4	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lun4	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lun4	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lun4	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lun4	
[4/18/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:48PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lun4	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Lun4	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lun4	
[4/18/23 04:52PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Lun4	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lun4	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lun4	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lun4	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lun4	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lun4	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lun4	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lun4	
[4/18/23 04:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lun4	
[4/18/23 04:56PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Lun4	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lun4	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Lun4	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lun4	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lun4	
[4/18/23 05:18PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Lun4	
[4/18/23 05:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Lun4	
[4/18/23 05:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Lun4	
[4/18/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 05:21PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Lun4	
[4/18/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lun4	
[4/18/23 05:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lun4	
[4/18/23 05:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lun4	
[4/18/23 05:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lun4	
[4/18/23 05:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lun4	
[4/18/23 05:26PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Lun4	
[4/18/23 05:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lun4	
[4/18/23 05:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lun4	
[4/18/23 05:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/18/23 05:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Lun4	
[4/18/23 05:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lun4	
[4/18/23 05:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/18/23 05:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lun4	
[4/18/23 05:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/18/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lun4	
[4/18/23 05:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lun4	
[4/18/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lun4	
[4/18/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lun4	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lun4	
[4/18/23 05:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lun4	
[4/18/23 05:43PM] Player picked up item: Coin, id: 995, amount: 2043029, owner: Lun4	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lun4	
[4/18/23 05:45PM] Player picked up item: Coin, id: 995, amount: 3663232, owner: Lun4	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Lun4	
[4/18/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 06:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lun4	
[4/18/23 06:13PM] Player picked up item: Coin, id: 995, amount: 1188722, owner: Lun4	
[4/18/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lun4	
[4/18/23 06:16PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lun4	
[4/18/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 06:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lun4	
[4/18/23 06:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lun4	
[4/18/23 06:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lun4	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lun4	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lun4	
[4/18/23 06:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lun4	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lun4	
[4/18/23 06:43PM] Player picked up item: Coin, id: 995, amount: 1165746, owner: Lun4	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lun4	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 4471779, owner: Lun4	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lun4	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lun4	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lun4	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lun4	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/19/23 02:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lun4	
[4/19/23 02:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lun4	
[4/19/23 02:45PM] Player picked up item: Coin, id: 995, amount: 2453154, owner: Lun4	
[4/19/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lun4	
[4/19/23 03:20PM] Player picked up item: Lust Legging, id: 8808, amount: 1, owner: Kinda Savage	
[4/19/23 03:21PM] Player picked up item: Godly Bow, id: 21018, amount: 1, owner: Kinda Savage	
[4/21/23 07:00PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Lun4	
[4/22/23 12:23PM] Player picked up item: Black platebody (h2), id: 19484, amount: 1, owner: Oblivion	
[4/22/23 12:24PM] Player picked up item: Black platebody (h4), id: 19490, amount: 1, owner: Beef Supreme	
