[4/15/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ruthie	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ruthie	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ruthie	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ruthie	
[4/15/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:39AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1687400, owner: Ruthie	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ruthie	
[4/15/23 12:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1425748, owner: Ruthie	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ruthie	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 1080167, owner: Ruthie	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ruthie	
[4/15/23 07:09PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ruthie	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:00PM] Player picked up item: Coin, id: 995, amount: 1717401, owner: Ruthie	
[4/15/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ruthie	
[4/15/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:05PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
