[4/19/23 01:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurfit	
[4/19/23 02:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurfit	
[4/19/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurfit	
[4/19/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:03PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Smurfit	
[4/19/23 02:04PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Smurfit	
[4/19/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1496358, owner: Smurfit	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smurfit	
[4/19/23 02:16PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Smurfit	
[4/19/23 02:17PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Smurfit	
[4/19/23 02:17PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Smurfit	
[4/19/23 02:19PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Smurfit	
[4/19/23 02:19PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Smurfit	
[4/19/23 02:19PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Smurfit	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Smurfit	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 02:24PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Miko	
[4/19/23 02:24PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Miko	
[4/19/23 02:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 02:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 02:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurfit	
[4/19/23 02:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurfit	
[4/19/23 02:31PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smurfit	
[4/19/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smurfit	
[4/19/23 02:32PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Smurfit	
[4/19/23 02:34PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smurfit	
[4/19/23 02:34PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smurfit	
[4/19/23 02:35PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smurfit	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 700, owner: Smurfit	
[4/19/23 02:35PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 02:35PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 02:45PM] Player picked up item: Coin, id: 995, amount: 2177437, owner: Smurfit	
[4/19/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Smurfit	
[4/19/23 02:45PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurfit	
[4/19/23 02:45PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurfit	
[4/19/23 02:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurfit	
[4/19/23 02:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurfit	
[4/19/23 02:52PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Smurfit	
[4/19/23 02:52PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Smurfit	
[4/19/23 02:52PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Smurfit	
[4/19/23 02:52PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Smurfit	
[4/19/23 02:55PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smurfit	
[4/19/23 02:57PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 02:58PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smurfit	
[4/19/23 03:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 03:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 03:01PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smurfit	
[4/19/23 03:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Smurfit	
[4/19/23 03:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smurfit	
[4/19/23 03:06PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Smurfit	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smurfit	
[4/19/23 03:08PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Smurfit	
[4/19/23 03:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Smurfit	
[4/19/23 03:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 03:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurfit	
[4/19/23 03:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurfit	
[4/19/23 03:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smurfit	
[4/19/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1806694, owner: Smurfit	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Smurfit	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Smurfit	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Smurfit	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Smurfit	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Smurfit	
[4/19/23 03:33PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurfit	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Smurfit	
[4/19/23 03:34PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Smurfit	
[4/19/23 03:44PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurfit	
[4/19/23 03:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Smurfit	
[4/19/23 03:46PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smurfit	
[4/19/23 03:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smurfit	
[4/19/23 03:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smurfit	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smurfit	
[4/19/23 03:58PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Smurfit	
[4/19/23 03:58PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Smurfit	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smurfit	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smurfit	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 04:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smurfit	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smurfit	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smurfit	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smurfit	
[4/19/23 04:13PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Smurfit	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smurfit	
[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1475770, owner: Smurfit	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 4090829, owner: Smurfit	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Smurfit	
[4/19/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 04:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 04:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:18PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smurfit	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:20PM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Smurfit	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 04:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smurfit	
[4/19/23 04:32PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Dujamaisvue	
[4/19/23 04:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:37PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Smurfit	
[4/19/23 04:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurfit	
[4/19/23 04:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smurfit	
[4/19/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smurfit	
[4/19/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurfit	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smurfit	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smurfit	
[4/21/23 12:26AM] Player picked up item: Adamant platebody (h2), id: 19485, amount: 1, owner: Entropy	
[4/22/23 05:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtc	
[4/22/23 05:54AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtc	
[4/22/23 05:54AM] Player picked up item: Collector ring, id: 4446, amount: 1, owner: Brandon	
