[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sean	
[4/19/23 05:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 05:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 05:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sean	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Coin, id: 995, amount: 900, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sean	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sean	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Sean	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sean	
[4/19/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 06:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sean	
[4/19/23 06:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sean	
[4/19/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sean	
[4/19/23 06:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sean	
[4/19/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1760264, owner: Sean	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sean	
[4/19/23 06:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sean	
[4/19/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Sean	
[4/19/23 06:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sean	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sean	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sean	
[4/19/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sean	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sean	
[4/19/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sean	
[4/19/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Leo	
[4/19/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Leo	
[4/19/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Sean	
[4/19/23 06:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 06:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sean	
[4/19/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2022643, owner: Sean	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sean	
[4/19/23 06:55PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sean	
[4/19/23 06:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sean	
[4/19/23 07:01PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sean	
[4/19/23 07:03PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sean	
[4/19/23 07:03PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sean	
[4/19/23 07:03PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Sean	
[4/19/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sean	
[4/19/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1711652, owner: Sean	
[4/19/23 07:15PM] Player picked up item: Coin, id: 995, amount: 2542800, owner: Sean	
[4/19/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sean	
[4/19/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sean	
[4/19/23 07:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sean	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sean	
[4/20/23 05:52PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Sean	
[4/20/23 05:52PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Sean	
[4/20/23 05:52PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Sean	
[4/20/23 06:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sean	
[4/20/23 06:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sean	
[4/20/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1027529, owner: Sean	
[4/20/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sean	
[4/20/23 06:21PM] Player picked up item: Coin, id: 995, amount: 3304620, owner: Sean	
[4/20/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sean	
[4/20/23 06:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sean	
[4/20/23 06:26PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Sean	
[4/20/23 06:29PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sean	
[4/20/23 06:32PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sean	
[4/20/23 06:41PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sean	
[4/20/23 06:41PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sean	
[4/20/23 06:42PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/20/23 06:51PM] Player picked up item: Coin, id: 995, amount: 1821911, owner: Sean	
[4/20/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sean	
[4/20/23 06:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sean	
[4/20/23 07:02PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sean	
[4/20/23 07:02PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sean	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sean	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1538820, owner: Sean	
[4/21/23 11:06AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Sean	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sean	
[4/21/23 11:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sean	
