[4/16/23 07:04AM] Player picked up item: Starter Gloves, id: 19946, amount: 1, owner: Iron Heaven	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Heaven	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Heaven	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Heaven	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Heaven	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 2977345, owner: Iron Heaven	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Heaven	
[4/16/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1828490, owner: Iron Heaven	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Iron Heaven	
[4/16/23 09:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Heaven	
[4/16/23 09:56AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Iron Heaven	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Heaven	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Heaven	
[4/16/23 10:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Heaven	
