[4/21/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Sartorius	
[4/21/23 03:32PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sartorius	
[4/21/23 03:32PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sartorius	
[4/21/23 03:33PM] Player picked up item: Coin, id: 995, amount: 1387836, owner: Sartorius	
[4/21/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sartorius	
[4/21/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:40PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Sartorius	
[4/21/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1550406, owner: Sartorius	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sartorius	
[4/21/23 04:05PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Sartorius	
[4/21/23 04:05PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Sartorius	
[4/21/23 04:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sartorius	
[4/21/23 04:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sartorius	
[4/21/23 04:16PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sartorius	
[4/21/23 04:16PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sartorius	
[4/21/23 04:17PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sartorius	
[4/21/23 04:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sartorius	
[4/21/23 04:34PM] Player picked up item: Coin, id: 995, amount: 1895774, owner: Sartorius	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sartorius	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sartorius	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sartorius	
[4/21/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sartorius	
[4/21/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1936282, owner: Sartorius	
[4/21/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sartorius	
[4/21/23 05:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sartorius	
[4/21/23 05:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sartorius	
[4/21/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1675692, owner: Sartorius	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sartorius	
[4/21/23 06:34PM] Player picked up item: Coin, id: 995, amount: 2763393, owner: Sartorius	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sartorius	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Sartorius	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sartorius	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sartorius	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sartorius	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sartorius	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sartorius	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sartorius	
[4/21/23 07:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sartorius	
[4/21/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sartorius	
[4/21/23 07:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sartorius	
[4/21/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1777745, owner: Sartorius	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sartorius	
[4/21/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sartorius	
[4/21/23 07:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sartorius	
[4/21/23 07:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sartorius	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sartorius	
[4/22/23 04:34AM] Player picked up item: Trinity prayer scroll, id: 23166, amount: 1, owner: Sartorius	
[4/22/23 04:34AM] Player picked up item: Trinity prayer scroll, id: 23166, amount: 1, owner: Sartorius	
[4/22/23 04:52AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sartorius	
[4/22/23 04:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sartorius	
[4/22/23 04:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sartorius	
[4/22/23 04:53AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sartorius	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Sartorius	
