[4/16/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Voyage	
[4/16/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Voyage	
[4/16/23 06:40AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Voyage	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 06:46AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Voyage	
[4/16/23 06:46AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Voyage	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Voyage	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:47AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Voyage	
[4/16/23 06:48AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 06:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Voyage	
[4/16/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Voyage	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voyage	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 06:55AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 06:56AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:56AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 06:56AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Voyage	
[4/16/23 07:01AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Voyage	
[4/16/23 07:24AM] Player picked up item: Coin, id: 995, amount: 4256204, owner: Voyage	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voyage	
[4/16/23 07:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voyage	
[4/16/23 07:25AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Voyage	
[4/16/23 07:25AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Voyage	
[4/16/23 07:26AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Voyage	
[4/16/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voyage	
[4/16/23 07:36AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 07:36AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 07:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Voyage	
[4/16/23 07:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Voyage	
[4/16/23 07:54AM] Player picked up item: Coin, id: 995, amount: 2235485, owner: Voyage	
[4/16/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 08:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Voyage	
[4/16/23 08:02AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Voyage	
[4/16/23 08:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voyage	
[4/16/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 08:14AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Voyage	
[4/16/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 08:15AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Voyage	
[4/16/23 08:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voyage	
[4/16/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 08:23AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Voyage	
[4/16/23 08:23AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Voyage	
[4/16/23 08:24AM] Player picked up item: Coin, id: 995, amount: 2476633, owner: Voyage	
[4/16/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Voyage	
[4/16/23 08:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voyage	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1043658, owner: Voyage	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2838675, owner: Voyage	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3478420, owner: Voyage	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3863229, owner: Voyage	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3360892, owner: Voyage	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Voyage	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Voyage	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voyage	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Voyage	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voyage	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Voyage	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voyage	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voyage	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voyage	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voyage	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voyage	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voyage	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voyage	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 1653878, owner: Voyage	
[4/16/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 09:57AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 09:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voyage	
[4/16/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 09:58AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 09:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Voyage	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Voyage	
[4/16/23 10:04AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 10:04AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Voyage	
[4/16/23 10:05AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Voyage	
[4/16/23 10:05AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Voyage	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Voyage	
[4/16/23 10:10AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Voyage	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voyage	
[4/16/23 10:13AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Voyage	
