[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 2809184, owner: Mirkys	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mirkys	
[4/17/23 10:43PM] Player picked up item: Coin, id: 995, amount: 1957499, owner: Mirkys	
[4/17/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mirkys	
[4/17/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mirkys	
[4/17/23 10:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mirkys	
[4/17/23 10:53PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mirkys	
[4/17/23 10:53PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mirkys	
[4/17/23 10:54PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mirkys	
[4/17/23 11:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mirkys	
[4/17/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/17/23 11:04PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mirkys	
[4/17/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/17/23 11:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mirkys	
[4/17/23 11:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mirkys	
[4/17/23 11:12PM] Player picked up item: Coin, id: 995, amount: 1697893, owner: Mirkys	
[4/17/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mirkys	
[4/18/23 10:45PM] Player picked up item: Coin, id: 995, amount: 3657202, owner: Mirkys	
[4/18/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mirkys	
[4/18/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mirkys	
[4/18/23 10:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mirkys	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mirkys	
[4/18/23 10:52PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mirkys	
[4/18/23 11:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mirkys	
[4/18/23 11:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mirkys	
[4/18/23 11:08PM] Player picked up item: Coin, id: 995, amount: 1322885, owner: Mirkys	
[4/18/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mirkys	
[4/18/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/18/23 11:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mirkys	
[4/18/23 11:12PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mirkys	
[4/18/23 11:24PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mirkys	
[4/18/23 11:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mirkys	
[4/18/23 11:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mirkys	
[4/18/23 11:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mirkys	
[4/18/23 11:25PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mirkys	
[4/18/23 11:25PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mirkys	
[4/18/23 11:25PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mirkys	
[4/18/23 11:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mirkys	
[4/18/23 11:26PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mirkys	
[4/18/23 11:26PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mirkys	
[4/18/23 11:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mirkys	
[4/18/23 11:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mirkys	
[4/18/23 11:27PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mirkys	
[4/18/23 11:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mirkys	
[4/18/23 11:38PM] Player picked up item: Coin, id: 995, amount: 2301108, owner: Mirkys	
[4/18/23 11:42PM] Player picked up item: Coin, id: 995, amount: 3444116, owner: Mirkys	
