[4/17/23 12:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Er1k	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Er1k	
[4/17/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 01:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Er1k	
[4/17/23 01:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Er1k	
[4/17/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Er1k	
[4/17/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 01:19AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Er1k	
[4/17/23 01:19AM] Player picked up item: Coin, id: 995, amount: 700, owner: Er1k	
[4/17/23 01:20AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 01:20AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Er1k	
[4/17/23 01:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Er1k	
[4/17/23 01:21AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Er1k	
[4/17/23 01:22AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Er1k	
[4/17/23 01:22AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Er1k	
[4/17/23 01:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Er1k	
[4/17/23 01:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Er1k	
[4/17/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:26AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Er1k	
[4/17/23 01:26AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Er1k	
[4/17/23 01:27AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Er1k	
[4/17/23 01:27AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Er1k	
[4/17/23 01:28AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Er1k	
[4/17/23 01:29AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Er1k	
[4/17/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 01:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Er1k	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Er1k	
[4/17/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Er1k	
[4/17/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:32AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Er1k	
[4/17/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Er1k	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1202951, owner: Er1k	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Er1k	
[4/17/23 01:41AM] Player picked up item: Coin, id: 995, amount: 3421685, owner: Er1k	
[4/17/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Er1k	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Er1k	
[4/17/23 01:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Er1k	
[4/17/23 01:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 01:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 01:47AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 01:47AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 01:49AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Er1k	
[4/17/23 01:49AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Er1k	
[4/17/23 01:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Er1k	
[4/17/23 01:53AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 01:53AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Er1k	
[4/17/23 03:06AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Er1k	
[4/17/23 03:07AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Er1k	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Er1k	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Er1k	
[4/17/23 03:35AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Er1k	
[4/17/23 03:35AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Er1k	
[4/17/23 03:39AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 03:39AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 1543504, owner: Er1k	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Er1k	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 3269270, owner: Er1k	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Er1k	
[4/17/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Er1k	
[4/17/23 03:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Er1k	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Er1k	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Er1k	
[4/17/23 03:46AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Er1k	
[4/17/23 03:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 03:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Er1k	
[4/17/23 03:55AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Er1k	
[4/17/23 03:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 03:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Er1k	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 03:59AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Er1k	
[4/17/23 03:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 04:00AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Er1k	
[4/17/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Er1k	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Er1k	
