[4/18/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Truu	
[4/18/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:09PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Truu	
[4/18/23 01:15PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Truu	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Truu	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Truu	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Truu	
[4/18/23 01:19PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Truu	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Truu	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Truu	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Truu	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Truu	
[4/20/23 09:54AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Truu	
[4/20/23 10:00AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Truu	
[4/20/23 10:05AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Truu	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Truu	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 6300, owner: Truu	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Truu	
[4/20/23 10:06AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Truu	
[4/20/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Truu	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Truu	
[4/20/23 10:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Truu	
