[4/15/23 12:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/17/23 12:07AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/17/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Kebintea	
[4/17/23 12:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/17/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/17/23 12:08AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kebintea	
[4/17/23 12:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/17/23 12:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/17/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/17/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kebintea	
[4/17/23 12:19AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kebintea	
[4/17/23 12:21AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kebintea	
[4/17/23 12:21AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Kebintea	
[4/17/23 12:22AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kebintea	
[4/17/23 12:23AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kebintea	
[4/17/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kebintea	
[4/17/23 12:24AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kebintea	
[4/17/23 12:24AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kebintea	
[4/17/23 12:24AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kebintea	
[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kebintea	
[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Kebintea	
[4/17/23 12:32AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Kebintea	
[4/17/23 12:32AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kebintea	
[4/17/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kebintea	
[4/17/23 12:32AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kebintea	
[4/17/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kebintea	
[4/17/23 12:33AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kebintea	
[4/17/23 12:33AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kebintea	
[4/17/23 12:33AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/17/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kebintea	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kebintea	
[4/17/23 12:35AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kebintea	
[4/17/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/17/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/17/23 12:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kebintea	
[4/17/23 12:36AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kebintea	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 2174577, owner: Kebintea	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebintea	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kebintea	
[4/17/23 12:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kebintea	
[4/17/23 01:00AM] Player picked up item: Coin, id: 995, amount: 1446092, owner: Kebintea	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kebintea	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kebintea	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1884393, owner: Kebintea	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/17/23 03:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebintea	
[4/17/23 03:38AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Kebintea	
[4/17/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kebintea	
[4/17/23 03:38AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kebintea	
[4/17/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/17/23 03:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kebintea	
[4/17/23 03:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kebintea	
[4/17/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kebintea	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2310384, owner: Kebintea	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 2686620, owner: Kebintea	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebintea	
[4/17/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kebintea	
[4/17/23 03:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kebintea	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kebintea	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kebintea	
[4/17/23 03:53AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kebintea	
[4/17/23 03:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kebintea	
[4/17/23 03:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kebintea	
[4/17/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/17/23 03:55AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kebintea	
[4/17/23 03:55AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Kebintea	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/17/23 03:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 03:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/17/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/17/23 04:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/17/23 04:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/17/23 04:06AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kebintea	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kebintea	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
[4/17/23 04:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kebintea	
[4/17/23 04:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
[4/17/23 04:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
[4/17/23 04:11AM] Player picked up item: Coin, id: 995, amount: 1764320, owner: Kebintea	
[4/17/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/17/23 04:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/18/23 09:12AM] Player picked up item: Coin, id: 995, amount: 1707868, owner: Kebintea	
[4/18/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kebintea	
[4/20/23 11:55PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kebintea	
[4/20/23 11:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/20/23 11:57PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kebintea	
[4/20/23 11:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/21/23 12:01AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Kebintea	
[4/21/23 12:04AM] Player picked up item: Coin, id: 995, amount: 1394703, owner: Kebintea	
[4/21/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/21/23 12:08AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kebintea	
[4/21/23 12:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kebintea	
