[4/15/23 06:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 06:56AM] Player picked up item: Coin, id: 995, amount: 900, owner: Lara	
[4/15/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Lara	
[4/15/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
[4/15/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lara	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lara	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Lara	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lara	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lara	
[4/15/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
