[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1575554, owner: Happy	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Happy	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Happy	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Happy	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Happy	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1856525, owner: Happy	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Happy	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1188394, owner: Happy	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Happy	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Happy	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Happy	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2644620, owner: Happy	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Happy	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3779262, owner: Happy	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Happy	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3103911, owner: Happy	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Happy	
[4/16/23 09:45AM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Happy	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Happy	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Happy	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Happy	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Happy	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Happy	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Happy	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Happy	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Happy	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Happy	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Happy	
[4/16/23 09:49AM] Player picked up item: Cursed Box, id: 15003, amount: 1, owner: Happy	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Happy	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Happy	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Happy	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Happy	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 1778814, owner: Happy	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Happy	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 36000, owner: Happy	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Happy	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 10:04AM] Player picked up item: Coin, id: 995, amount: 48000, owner: Happy	
[4/16/23 10:04AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Happy	
[4/16/23 10:05AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 10:05AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Happy	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Happy	
