[4/16/23 12:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 02:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Malevolent	
[4/16/23 02:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Malevolent	
[4/16/23 02:21PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Malevolent	
[4/16/23 02:21PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Malevolent	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1374666, owner: Malevolent	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 2671362, owner: Malevolent	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Malevolent	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Malevolent	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Malevolent	
[4/16/23 02:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Malevolent	
[4/16/23 02:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Malevolent	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Malevolent	
[4/22/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Malevolent	
[4/22/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:02AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Malevolent	
[4/22/23 07:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:02AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Malevolent	
[4/22/23 07:02AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Malevolent	
[4/22/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1858632, owner: Malevolent	
[4/22/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/22/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/22/23 07:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/22/23 07:25AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Malevolent	
[4/22/23 07:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:26AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 07:30AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Malevolent	
[4/22/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 07:30AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Malevolent	
[4/22/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Malevolent	
[4/22/23 07:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:32AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 07:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 07:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:40AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Malevolent	
[4/22/23 07:41AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Malevolent	
[4/22/23 07:50AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 07:50AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Malevolent	
[4/22/23 07:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 07:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:51AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Malevolent	
[4/22/23 07:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 07:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 08:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:01AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 08:02AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Malevolent	
[4/22/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/22/23 08:03AM] Player picked up item: Coin, id: 995, amount: 2439496, owner: Malevolent	
[4/22/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/22/23 08:04AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 08:05AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:08AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Malevolent	
[4/22/23 08:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:21AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Malevolent	
[4/22/23 08:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Malevolent	
[4/22/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 08:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Malevolent	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Malevolent	
[4/22/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Malevolent	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Malevolent	
[4/22/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Malevolent	
[4/22/23 09:22AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Malevolent	
[4/22/23 09:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Malevolent	
[4/22/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 09:23AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Malevolent	
[4/22/23 09:23AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Malevolent	
[4/22/23 09:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Malevolent	
[4/22/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/22/23 09:25AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Malevolent	
[4/22/23 09:26AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Malevolent	
[4/22/23 09:26AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Malevolent	
[4/22/23 09:27AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Malevolent	
[4/22/23 09:27AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Malevolent	
[4/22/23 09:27AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Malevolent	
[4/22/23 09:30AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Malevolent	
[4/22/23 09:30AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Malevolent	
[4/22/23 09:31AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Malevolent	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/22/23 09:34AM] Player picked up item: Coin, id: 995, amount: 2127238, owner: Malevolent	
[4/22/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Malevolent	
[4/22/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Malevolent	
[4/22/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Malevolent	
[4/22/23 09:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/22/23 09:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Malevolent	
[4/22/23 09:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 09:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Malevolent	
[4/22/23 09:54AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Malevolent	
[4/22/23 09:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Malevolent	
[4/22/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rastities	
