[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aynxs	
[4/22/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Aynxs	
[4/22/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/22/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aynxs	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aynxs	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/22/23 11:56PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aynxs	
[4/22/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Aynxs	
[4/22/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Aynxs	
[4/22/23 11:57PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aynxs	
[4/22/23 11:57PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Aynxs	
[4/22/23 11:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aynxs	
[4/22/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Aynxs	
[4/22/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Aynxs	
[4/22/23 11:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aynxs	
[4/23/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aynxs	
[4/23/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Aynxs	
[4/23/23 12:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/23/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/23/23 12:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/23/23 09:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 10:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Aynxs	
[4/23/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/23/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aynxs	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 1540158, owner: Aynxs	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aynxs	
