[4/21/23 03:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Its Me	
[4/21/23 03:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 03:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Its Me	
[4/21/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Its Me	
[4/21/23 03:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Its Me	
[4/21/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Its Me	
[4/21/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Its Me	
[4/21/23 03:34PM] Player picked up item: Coin, id: 995, amount: 2256362, owner: Its Me	
[4/21/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Its Me	
[4/21/23 03:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Its Me	
[4/21/23 03:42PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Its Me	
[4/21/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Its Me	
[4/21/23 03:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Its Me	
[4/21/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 03:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Its Me	
[4/21/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Its Me	
[4/21/23 03:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:53PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Its Me	
[4/21/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 03:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Its Me	
[4/21/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 03:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Its Me	
[4/21/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 500, owner: Its Me	
[4/21/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Its Me	
[4/21/23 04:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Its Me	
[4/21/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1358762, owner: Its Me	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Its Me	
[4/21/23 04:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Its Me	
[4/21/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Its Me	
[4/21/23 04:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Its Me	
[4/21/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 04:22PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Its Me	
[4/21/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Its Me	
[4/21/23 04:28PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Its Me	
