[4/21/23 09:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: 4bit	
[4/22/23 10:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: 4bit	
[4/22/23 10:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 10:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 10:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 10:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 4bit	
[4/22/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 4bit	
[4/22/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 4bit	
[4/22/23 10:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 10:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 11:07AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 4bit	
[4/22/23 11:08AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: 4bit	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 11:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 4bit	
[4/22/23 11:24AM] Player picked up item: Coin, id: 995, amount: 4500, owner: 4bit	
[4/22/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4bit	
[4/22/23 11:34AM] Player picked up item: Coin, id: 995, amount: 3067965, owner: 4bit	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4bit	
[4/22/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 4bit	
[4/22/23 11:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: 4bit	
[4/22/23 11:59AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 4bit	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4bit	
[4/22/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1901750, owner: 4bit	
[4/22/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 75, owner: 4bit	
[4/22/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4bit	
[4/22/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4bit	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4bit	
[4/22/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4bit	
[4/22/23 12:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4bit	
[4/22/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4bit	
[4/22/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 4bit	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: 4bit	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4bit	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1200, owner: 4bit	
[4/22/23 12:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 4bit	
[4/22/23 12:29PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: 4bit	
[4/22/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1381320, owner: 4bit	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4bit	
[4/22/23 12:34PM] Player picked up item: Coin, id: 995, amount: 2653262, owner: 4bit	
[4/22/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4bit	
[4/22/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4bit	
[4/22/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4bit	
[4/22/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 4bit	
[4/22/23 12:41PM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: 4bit	
[4/22/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 4bit	
[4/22/23 12:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: 4bit	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 4bit	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 4bit	
[4/22/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 4bit	
[4/22/23 02:18PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: 4bit	
[4/22/23 02:18PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: 4bit	
[4/22/23 02:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 4bit	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 4bit	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4bit	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 4bit	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4bit	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: 4bit	
[4/22/23 02:44PM] Player picked up item: Coin, id: 995, amount: 6000, owner: 4bit	
[4/22/23 02:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: 4bit	
[4/22/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 4bit	
[4/22/23 02:51PM] Player picked up item: Coin, id: 995, amount: 10000, owner: 4bit	
[4/22/23 02:53PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 4bit	
[4/22/23 02:53PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 4bit	
[4/22/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 4bit	
[4/22/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 4bit	
[4/22/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2122566, owner: 4bit	
[4/22/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4bit	
[4/22/23 03:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 4bit	
[4/22/23 03:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 4bit	
[4/22/23 06:53PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
