[4/19/23 06:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Morbidfaith	
[4/19/23 07:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Morbidfaith	
[4/19/23 07:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Morbidfaith	
[4/19/23 07:31PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Morbidfaith	
[4/19/23 07:31PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Morbidfaith	
[4/19/23 07:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ascaris	
[4/19/23 07:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ascaris	
[4/19/23 07:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ascaris	
[4/19/23 07:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Morbidfaith	
[4/19/23 07:44PM] Player picked up item: Coin, id: 995, amount: 1065664, owner: Morbidfaith	
[4/19/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Morbidfaith	
[4/19/23 08:05PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 08:07PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Morbidfaith	
[4/19/23 08:07PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Morbidfaith	
[4/19/23 08:15PM] Player picked up item: Coin, id: 995, amount: 1298252, owner: Morbidfaith	
[4/19/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Morbidfaith	
[4/19/23 08:17PM] Player picked up item: Coin, id: 995, amount: 2388332, owner: Morbidfaith	
[4/19/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Morbidfaith	
[4/19/23 08:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Morbidfaith	
[4/19/23 08:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Morbidfaith	
[4/19/23 08:34PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Morbidfaith	
[4/19/23 08:34PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Morbidfaith	
[4/19/23 08:35PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Morbidfaith	
[4/19/23 08:46PM] Player picked up item: Coin, id: 995, amount: 2423676, owner: Morbidfaith	
[4/19/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Morbidfaith	
