[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Baka	
[4/20/23 09:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Baka	
[4/20/23 09:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Baka	
[4/20/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: Baka	
[4/20/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Baka	
[4/20/23 09:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Baka	
[4/20/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Baka	
[4/20/23 09:42AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Baka	
[4/20/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 09:48AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Baka	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Baka	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Baka	
[4/20/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Baka	
[4/20/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:55AM] Player picked up item: Coin, id: 995, amount: 500, owner: Baka	
[4/20/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:55AM] Player picked up item: Coin, id: 995, amount: 500, owner: Baka	
[4/20/23 09:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Coin, id: 995, amount: 500, owner: Baka	
[4/20/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Baka	
[4/20/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 03:54PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Baka	
[4/20/23 03:59PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Baka	
[4/20/23 04:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Baka	
[4/20/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Baka	
[4/20/23 04:01PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Baka	
[4/20/23 04:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Baka	
[4/20/23 04:17PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Baka	
[4/20/23 04:23PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Baka	
[4/20/23 04:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Baka	
[4/20/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Baka	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Baka	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Baka	
[4/20/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 04:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Baka	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Baka	
[4/20/23 04:51PM] Player picked up item: Coin, id: 995, amount: 2147838, owner: Baka	
[4/20/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Baka	
[4/20/23 04:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 05:03PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Baka	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Baka	
[4/20/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/22/23 07:11AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Baka	
[4/22/23 08:19AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Baka	
[4/22/23 08:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Baka	
[4/22/23 08:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Baka	
[4/22/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2208973, owner: Baka	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Baka	
[4/22/23 02:34PM] Player picked up item: Coin, id: 995, amount: 4350237, owner: Baka	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Baka	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Baka	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Baka	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Baka	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Baka	
[4/22/23 02:40PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Baka	
[4/22/23 02:40PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Baka	
[4/22/23 02:47PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Baka	
[4/22/23 02:49PM] Player picked up item: Vial, id: 230, amount: 9, owner: Elcf	
[4/23/23 09:40AM] Player picked up item: Vial, id: 229, amount: 1, owner: Pvmking	
