[4/21/23 07:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Toasty	
[4/21/23 08:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toasty	
[4/21/23 08:33PM] Player picked up item: Coin, id: 995, amount: 1530489, owner: Toasty	
[4/21/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 08:34PM] Player picked up item: Coin, id: 995, amount: 2804300, owner: Toasty	
[4/21/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Toasty	
[4/21/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Toasty	
[4/21/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Toasty	
[4/21/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Toasty	
[4/21/23 08:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Toasty	
[4/21/23 08:36PM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Toasty	
[4/21/23 08:47PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Toasty	
[4/21/23 08:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Toasty	
[4/21/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Toasty	
[4/21/23 08:50PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Toasty	
[4/21/23 08:52PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Toasty	
[4/21/23 08:53PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Toasty	
[4/21/23 08:54PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Toasty	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 08:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Toasty	
[4/21/23 09:04PM] Player picked up item: Coin, id: 995, amount: 1752409, owner: Toasty	
[4/21/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 09:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 09:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:09PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Toasty	
[4/21/23 09:10PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 09:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Toasty	
[4/21/23 09:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Toasty	
[4/21/23 09:15PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Toasty	
[4/21/23 09:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Toasty	
[4/21/23 09:20PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Toasty	
[4/21/23 09:20PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Toasty	
[4/21/23 09:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Toasty	
[4/21/23 09:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Toasty	
[4/21/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1596888, owner: Toasty	
[4/21/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 09:35PM] Player picked up item: Coin, id: 995, amount: 4271799, owner: Toasty	
[4/21/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Toasty	
[4/21/23 09:48PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Toasty	
[4/21/23 09:49PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Toasty	
[4/21/23 09:49PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 09:49PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Toasty	
[4/21/23 09:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:50PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Toasty	
[4/21/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 09:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Toasty	
[4/21/23 09:52PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 09:55PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Toasty	
[4/21/23 09:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:56PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Toasty	
[4/21/23 09:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 09:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toasty	
[4/21/23 09:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toasty	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toasty	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toasty	
[4/21/23 10:04PM] Player picked up item: Coin, id: 995, amount: 1118162, owner: Toasty	
[4/21/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 10:12PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Toasty	
[4/21/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 10:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Toasty	
[4/21/23 10:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Toasty	
[4/21/23 10:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Toasty	
[4/21/23 10:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 10:17PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Toasty	
[4/21/23 10:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 10:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
[4/21/23 10:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toasty	
