[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:11AM] Player picked up item: Coin, id: 995, amount: 1520518, owner: Retch	
[4/17/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Retch	
[4/17/23 04:14AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Retch	
[4/17/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Retch	
[4/17/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Retch	
[4/17/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Retch	
[4/17/23 04:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Retch	
[4/17/23 04:18AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Retch	
[4/17/23 04:20AM] Player picked up item: Coin, id: 995, amount: 600, owner: Retch	
[4/17/23 04:21AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Retch	
[4/17/23 04:21AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Retch	
[4/17/23 04:21AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Retch	
[4/17/23 04:21AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Retch	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 700, owner: Retch	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Retch	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Retch	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 700, owner: Retch	
[4/17/23 04:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Retch	
[4/17/23 04:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Retch	
[4/17/23 04:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Retch	
[4/17/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Retch	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 900, owner: Retch	
[4/17/23 04:29AM] Player picked up item: Vial, id: 229, amount: 1, owner: Retch	
[4/17/23 04:32AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Retch	
[4/17/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Retch	
[4/17/23 04:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Retch	
[4/17/23 04:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Retch	
[4/17/23 04:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Retch	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:35AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Retch	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Retch	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:39AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Retch	
[4/17/23 04:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:40AM] Player picked up item: Coin, id: 995, amount: 2300701, owner: Retch	
[4/17/23 04:41AM] Player picked up item: Coin, id: 995, amount: 3264517, owner: Retch	
[4/17/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Retch	
[4/17/23 04:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:50AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Retch	
[4/17/23 04:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:50AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Retch	
[4/17/23 04:50AM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Retch	
[4/17/23 04:51AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Retch	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Retch	
[4/17/23 04:51AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Retch	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:52AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Retch	
[4/17/23 04:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:53AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:54AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Retch	
[4/17/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Retch	
[4/17/23 04:56AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Retch	
[4/17/23 04:57AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Retch	
[4/17/23 04:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Retch	
[4/17/23 04:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Retch	
[4/17/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Retch	
[4/17/23 04:58AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Retch	
[4/17/23 04:58AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Retch	
[4/17/23 04:59AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Retch	
[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Retch	
[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Retch	
[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Retch	
[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Retch	
[4/17/23 05:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Retch	
[4/17/23 05:00AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Retch	
[4/17/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Retch	
[4/17/23 05:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Retch	
[4/17/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 05:02AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Retch	
[4/17/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Retch	
[4/17/23 05:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Retch	
[4/17/23 05:03AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Retch	
[4/17/23 05:03AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Retch	
