[4/16/23 05:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: 21a	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: 21a	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: 21a	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 1380190, owner: 21a	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 21a	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:58AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 21a	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: 21a	
[4/16/23 05:59AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 21a	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: 21a	
[4/16/23 05:59AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: 21a	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 06:01AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 21a	
[4/16/23 06:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: 21a	
[4/16/23 06:01AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 21a	
[4/16/23 06:01AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 21a	
[4/16/23 06:02AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 21a	
[4/16/23 06:02AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: 21a	
[4/16/23 06:02AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: 21a	
[4/16/23 06:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: 21a	
[4/16/23 06:03AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: 21a	
[4/16/23 06:04AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 21a	
[4/16/23 06:04AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 21a	
[4/16/23 06:13AM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: Trobi	
[4/16/23 06:14AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 06:19AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: 21a	
[4/16/23 06:20AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 06:28AM] Player picked up item: Coin, id: 995, amount: 1784337, owner: 21a	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 21a	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 3312893, owner: 21a	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 21a	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 21a	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 21a	
[4/16/23 11:05AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 21a	
[4/16/23 11:09AM] Player picked up item: Coin, id: 995, amount: 700, owner: 21a	
[4/16/23 11:10AM] Player picked up item: Coin, id: 995, amount: 700, owner: 21a	
[4/16/23 11:11AM] Player picked up item: Coin, id: 995, amount: 4900, owner: 21a	
[4/16/23 11:11AM] Player picked up item: Coin, id: 995, amount: 700, owner: 21a	
[4/16/23 11:11AM] Player picked up item: Coin, id: 995, amount: 700, owner: 21a	
[4/16/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 11:14AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 21a	
[4/16/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 21a	
[4/16/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 11:17AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: 21a	
[4/16/23 11:17AM] Player picked up item: Coin, id: 995, amount: 2400, owner: 21a	
[4/16/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 21a	
[4/16/23 11:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: 21a	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1254160, owner: 21a	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 21a	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2796208, owner: 21a	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 21a	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 21a	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 21a	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 21a	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 21a	
[4/16/23 11:27AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 21a	
[4/16/23 11:29AM] Player picked up item: Coin, id: 995, amount: 3200, owner: 21a	
[4/16/23 11:30AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 21a	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 21a	
[4/16/23 11:31AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 21a	
[4/16/23 12:06PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: 21a	
[4/16/23 12:08PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: 21a	
[4/16/23 12:11PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 21a	
[4/16/23 12:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 12:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 21a	
[4/16/23 12:12PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 21a	
[4/16/23 12:13PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 04:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: 21a	
[4/16/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 04:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: 21a	
[4/16/23 04:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: 21a	
[4/16/23 04:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: 21a	
[4/16/23 04:45PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: 21a	
[4/16/23 04:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: 21a	
[4/16/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 04:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1133170, owner: 21a	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 21a	
[4/16/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 21a	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 21a	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 21a	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: 21a	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: 21a	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 21a	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: 21a	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 21a	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 21a	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 21a	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: 21a	
[4/16/23 05:18PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 21a	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 21a	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 21a	
[4/16/23 05:24PM] Player picked up item: Marksman prayer scroll, id: 23168, amount: 1, owner: 21a	
[4/16/23 05:24PM] Player picked up item: Marksman prayer scroll, id: 23168, amount: 1, owner: 21a	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 2778937, owner: 21a	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 21a	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 21a	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 21a	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: 21a	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 21a	
[4/16/23 05:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 21a	
[4/16/23 05:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 21a	
[4/16/23 05:38PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: 21a	
[4/16/23 05:38PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: 21a	
[4/16/23 05:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 05:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 21a	
[4/16/23 05:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 21a	
[4/16/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: 21a	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 21a	
[4/16/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/16/23 05:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 21a	
[4/16/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: 21a	
[4/16/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 21a	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 21a	
[4/16/23 11:15PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 21a	
[4/16/23 11:15PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 21a	
[4/16/23 11:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/16/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 21a	
[4/17/23 05:03PM] Player picked up item: Coin, id: 995, amount: 1652566, owner: 21a	
[4/17/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 21a	
[4/17/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/17/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/17/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 21a	
[4/17/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/17/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 21a	
[4/17/23 05:09PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: 21a	
[4/17/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 21a	
[4/18/23 01:27PM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: 21a	
