[4/15/23 05:43PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Hibashi	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1658440, owner: Hibashi	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hibashi	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Hibashi	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hibashi	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hibashi	
[4/15/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Hibashi	
[4/15/23 06:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Hibashi	
[4/15/23 06:37PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Hibashi	
[4/15/23 06:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hibashi	
[4/15/23 06:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:42PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hibashi	
[4/15/23 06:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Hibashi	
[4/15/23 06:44PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 06:45PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hibashi	
[4/15/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hibashi	
[4/15/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hibashi	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hibashi	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:47PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Hibashi	
[4/15/23 06:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hibashi	
[4/15/23 06:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 06:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hibashi	
[4/15/23 06:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hibashi	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 2379129, owner: Hibashi	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hibashi	
[4/15/23 07:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 07:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 07:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 07:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 07:12PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hibashi	
[4/15/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 07:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 07:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 07:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hibashi	
[4/15/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hibashi	
[4/15/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hibashi	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/16/23 05:52PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Hibashi	
[4/16/23 06:21PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Hibashi	
[4/16/23 06:53PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Hibashi	
[4/22/23 12:22PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Rak	
[4/22/23 12:24PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Hibashi	
[4/23/23 11:50AM] Player picked up item: Malvek Pet, id: 19485, amount: 1, owner: Hibashi	
[4/24/23 11:30AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xcrystalx	
[4/25/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Sad	
