[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:54AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: King	
[4/18/23 10:54AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: King	
[4/18/23 10:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:04AM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: King	
[4/18/23 11:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: King	
[4/18/23 11:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: King	
[4/18/23 11:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 11:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 11:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: King	
[4/18/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
