[4/15/23 10:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: You	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: You	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 3403759, owner: You	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: You	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: You	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You	
[4/15/23 10:44PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: You	
[4/15/23 10:49PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: You	
[4/15/23 10:50PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: You	
[4/15/23 10:50PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: You	
[4/15/23 11:38PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: You	
[4/15/23 11:38PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: You	
[4/15/23 11:38PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: You	
[4/15/23 11:38PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: You	
[4/15/23 11:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: You	
[4/16/23 12:01AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: You	
[4/16/23 03:02AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: You	
[4/16/23 03:02AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: You	
[4/16/23 10:03AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: You	
[4/16/23 10:54AM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: You	
[4/17/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Hated	
