[4/16/23 11:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pluto	
[4/18/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:40AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Pluto	
[4/18/23 08:40AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Pluto	
[4/18/23 08:40AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Pluto	
[4/18/23 08:40AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Pluto	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1071478, owner: Pluto	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pluto	
[4/18/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pluto	
[4/18/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Pluto	
[4/18/23 08:54AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pluto	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pluto	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:58AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Pluto	
[4/18/23 08:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Pluto	
[4/18/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 09:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pluto	
[4/18/23 09:02AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pluto	
[4/18/23 09:02AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pluto	
[4/18/23 09:03AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pluto	
[4/18/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pluto	
[4/18/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pluto	
[4/18/23 09:09AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pluto	
[4/18/23 09:09AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pluto	
[4/18/23 09:12AM] Player picked up item: Coin, id: 995, amount: 1150055, owner: Pluto	
[4/18/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pluto	
[4/18/23 09:39AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Pluto	
[4/18/23 09:40AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pluto	
[4/18/23 09:40AM] Player picked up item: Coin, id: 995, amount: 700, owner: Pluto	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pluto	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pluto	
[4/18/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Pluto	
[4/18/23 09:51AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pluto	
[4/21/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pluto	
[4/21/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pluto	
[4/21/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2003487, owner: Pluto	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pluto	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2323604, owner: Pluto	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Pluto	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pluto	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pluto	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Pluto	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pluto	
[4/21/23 02:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pluto	
[4/21/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/21/23 02:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pluto	
[4/21/23 02:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pluto	
[4/21/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1079457, owner: Pluto	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pluto	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pluto	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pluto	
[4/21/23 03:12PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Pluto	
[4/21/23 03:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pluto	
[4/21/23 03:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pluto	
[4/21/23 03:25PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pluto	
[4/21/23 03:25PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pluto	
[4/21/23 03:26PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pluto	
