[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/18/23 11:18PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Darkvi	
[4/18/23 11:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/18/23 11:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/18/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/18/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkvi	
[4/18/23 11:38PM] Player picked up item: Coin, id: 995, amount: 2050112, owner: Darkvi	
[4/18/23 11:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkvi	
[4/18/23 11:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkvi	
[4/18/23 11:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkvi	
[4/18/23 11:59PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dopa Afk	
[4/19/23 12:09AM] Player picked up item: Coin, id: 995, amount: 1109540, owner: Darkvi	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkvi	
[4/19/23 01:32AM] Player picked up item: $10 Bond, id: 23057, amount: 145, owner: Darkvi	
[4/19/23 01:50AM] Player picked up item: Owner's Attachment, id: 22110, amount: 1, owner: Darkvi	
[4/19/23 01:59AM] Player picked up item: Owner's Attachment, id: 22110, amount: 1, owner: Darkvi	
[4/19/23 02:24AM] Player picked up item: Varth Boots, id: 22149, amount: 1, owner: Theone	
[4/19/23 02:24AM] Player picked up item: Varth Legs, id: 22147, amount: 1, owner: Theone	
[4/19/23 02:24AM] Player picked up item: Tarn token, id: 10835, amount: 12066562, owner: Geno	
[4/19/23 02:24AM] Player picked up item: Varth Gloves, id: 22150, amount: 1, owner: Theone	
[4/19/23 02:26AM] Player picked up item: Varth Gloves, id: 22150, amount: 1, owner: Darkvi	
[4/19/23 12:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/19/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/19/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Darkvi	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/19/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/19/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Darkvi	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkvi	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Darkvi	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Darkvi	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Darkvi	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
