[4/18/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nameless0o	
[4/18/23 10:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nameless0o	
[4/18/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 10:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nameless0o	
[4/18/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 10:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nameless0o	
[4/18/23 10:01PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nameless0o	
[4/18/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nameless0o	
[4/18/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 10:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nameless0o	
[4/18/23 10:21PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 10:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:24PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nameless0o	
[4/18/23 10:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 10:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 10:40PM] Player picked up item: Coin, id: 995, amount: 1134399, owner: Nameless0o	
[4/18/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nameless0o	
[4/18/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nameless0o	
[4/18/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Nameless0o	
[4/18/23 10:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nameless0o	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nameless0o	
[4/18/23 10:52PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nameless0o	
[4/18/23 10:54PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Nameless0o	
[4/18/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nameless0o	
[4/18/23 10:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Nameless0o	
[4/18/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nameless0o	
[4/18/23 10:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nameless0o	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 11:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:15PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 11:15PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:32AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nameless0o	
[4/19/23 07:32AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nameless0o	
[4/19/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/19/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nameless0o	
[4/19/23 07:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/19/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/19/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nameless0o	
