[4/18/23 02:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kiwi	
[4/18/23 02:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kiwi	
[4/18/23 02:41PM] Player picked up item: Coin, id: 995, amount: 1219077, owner: Kiwi	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kiwi	
[4/18/23 02:42PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kiwi	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Kiwi	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kiwi	
[4/18/23 02:50PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kiwi	
[4/18/23 02:50PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kiwi	
[4/18/23 02:58PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kiwi	
[4/18/23 02:58PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kiwi	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kiwi	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kiwi	
[4/18/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 03:04PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kiwi	
[4/18/23 03:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kiwi	
[4/18/23 03:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kiwi	
[4/18/23 03:11PM] Player picked up item: Coin, id: 995, amount: 1299967, owner: Kiwi	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kiwi	
[4/18/23 03:14PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kiwi	
[4/18/23 03:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kiwi	
[4/18/23 03:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kiwi	
[4/18/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kiwi	
[4/18/23 03:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kiwi	
[4/18/23 03:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kiwi	
[4/18/23 03:22PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kiwi	
[4/18/23 03:22PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kiwi	
[4/18/23 03:22PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kiwi	
[4/18/23 03:24PM] Player picked up item: Maze Cape, id: 17684, amount: 1, owner: Kiwi	
[4/18/23 03:50PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kiwi	
[4/18/23 03:52PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kiwi	
[4/18/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kiwi	
[4/18/23 03:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 03:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 03:55PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Kiwi	
[4/18/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Kiwi	
[4/18/23 03:57PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kiwi	
[4/18/23 03:57PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kiwi	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kiwi	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kiwi	
