[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: No	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:06PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: No	
[4/19/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:07PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: No	
[4/19/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: No	
[4/19/23 12:07PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: No	
[4/19/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: No	
[4/19/23 12:07PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: No	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 600, owner: No	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:17PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: No	
[4/19/23 12:19PM] Player picked up item: Coin, id: 995, amount: 2800, owner: No	
[4/19/23 12:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: No	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: No	
[4/19/23 12:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: No	
[4/19/23 12:24PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: No	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 12:28PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:28PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: No	
[4/19/23 12:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: No	
[4/19/23 12:30PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:33PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: No	
[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1800, owner: No	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 13000, owner: No	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: No	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: No	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: No	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1728347, owner: No	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: No	
[4/19/23 12:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:47PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: No	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: No	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 12:57PM] Player picked up item: Coin, id: 995, amount: 4500, owner: No	
[4/19/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 12:59PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: No	
[4/19/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: No	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:12PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: No	
[4/19/23 01:12PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: No	
[4/19/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: No	
[4/19/23 01:15PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: No	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: No	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: No	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: No	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: No	
[4/19/23 01:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 4000, owner: No	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 01:38PM] Player picked up item: Coin, id: 995, amount: 6000, owner: No	
[4/19/23 01:38PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: No	
[4/19/23 01:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: No	
[4/19/23 01:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 10000, owner: No	
[4/19/23 01:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 01:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: No	
[4/19/23 01:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: No	
[4/19/23 01:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 01:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: No	
[4/19/23 01:57PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: No	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 14000, owner: No	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1544040, owner: No	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: No	
[4/19/23 02:16PM] Player picked up item: Coin, id: 995, amount: 3215937, owner: No	
[4/19/23 02:16PM] Player picked up item: Gracious Box, id: 15002, amount: 2, owner: No	
[4/19/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 65, owner: No	
[4/19/23 02:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: No	
[4/19/23 02:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: No	
[4/19/23 02:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:33PM] Player picked up item: Coin, id: 995, amount: 10000, owner: No	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: No	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 6000, owner: No	
[4/19/23 02:45PM] Player picked up item: Coin, id: 995, amount: 1424708, owner: No	
[4/19/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: No	
[4/19/23 02:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: No	
[4/19/23 03:38PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: No	
[4/19/23 03:38PM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: No	
[4/19/23 06:23PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: No	
