[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hope	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 12:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hope	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1578820, owner: Hope	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 12:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1708765, owner: Hope	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1162103, owner: Hope	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2276255, owner: Hope	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hope	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hope	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hope	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hope	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hope	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hope	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3363487, owner: Hope	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hope	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3495179, owner: Hope	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hope	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3205531, owner: Hope	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hope	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hope	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hope	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hope	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hope	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hope	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hope	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hope	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Hope	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hope	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1736011, owner: Hope	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 3926052, owner: Hope	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hope	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hope	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hope	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hope	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Hope	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hope	
