[4/18/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gekyume	
[4/19/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Gekyume	
[4/19/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Gekyume	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gekyume	
[4/19/23 07:10AM] Player picked up item: Coin, id: 995, amount: 900, owner: Gekyume	
[4/19/23 07:16AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Gekyume	
[4/19/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:21AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gekyume	
[4/19/23 07:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gekyume	
[4/19/23 07:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Gekyume	
[4/19/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gekyume	
[4/19/23 07:25AM] Player picked up item: Coin, id: 995, amount: 1446565, owner: Gekyume	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gekyume	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 3500152, owner: Gekyume	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:29AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Gekyume	
[4/19/23 07:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Gekyume	
[4/19/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gekyume	
[4/19/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gekyume	
[4/19/23 07:48AM] Player picked up item: Coin, id: 995, amount: 2325989, owner: Gekyume	
[4/19/23 07:50AM] Player picked up item: Coin, id: 995, amount: 3062036, owner: Gekyume	
[4/19/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Gekyume	
[4/19/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gekyume	
[4/19/23 07:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gekyume	
[4/19/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gekyume	
[4/19/23 07:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Gekyume	
[4/19/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gekyume	
[4/19/23 07:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gekyume	
[4/19/23 07:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gekyume	
[4/19/23 07:57AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Gekyume	
[4/19/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gekyume	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:09AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Gekyume	
[4/19/23 08:10AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Gekyume	
[4/19/23 08:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:12AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Gekyume	
[4/19/23 08:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gekyume	
[4/19/23 08:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Gekyume	
[4/19/23 08:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gekyume	
[4/19/23 08:54AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Gekyume	
[4/19/23 09:34AM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Gekyume	
[4/22/23 12:00AM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Gekyume	
