[4/21/23 11:33PM] Player picked up item: Coin, id: 995, amount: 2443718, owner: Iron Beef	
[4/22/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 01:13AM] Player picked up item: Coin, id: 995, amount: 1487514, owner: Iron Beef	
[4/22/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 10:02AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 10:02AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1362829, owner: Iron Beef	
[4/22/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1155986, owner: Iron Beef	
[4/22/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 10:38AM] Player picked up item: Coin, id: 995, amount: 4137521, owner: Iron Beef	
[4/22/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 10:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 10:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Beef	
[4/22/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1886854, owner: Iron Beef	
[4/22/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2128263, owner: Iron Beef	
[4/22/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 11:34AM] Player picked up item: Coin, id: 995, amount: 3345144, owner: Iron Beef	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 12:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1436516, owner: Iron Beef	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2342825, owner: Iron Beef	
[4/22/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1771964, owner: Iron Beef	
[4/22/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1561960, owner: Iron Beef	
[4/22/23 12:10PM] Player picked up item: Coin, id: 995, amount: 2511830, owner: Iron Beef	
[4/22/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2068147, owner: Iron Beef	
[4/22/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 12:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Beef	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Beef	
[4/22/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1254775, owner: Iron Beef	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 12:34PM] Player picked up item: Coin, id: 995, amount: 3044749, owner: Iron Beef	
[4/22/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1042571, owner: Iron Beef	
[4/22/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2169703, owner: Iron Beef	
[4/22/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 07:44PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 07:48PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Beef	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Beef	
[4/22/23 07:50PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Beef	
[4/22/23 07:51PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Beef	
[4/22/23 07:56PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Beef	
[4/22/23 07:56PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Beef	
[4/22/23 07:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Iron Beef	
[4/22/23 08:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Beef	
[4/22/23 08:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Beef	
[4/22/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Beef	
[4/22/23 08:01PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Iron Beef	
[4/22/23 08:04PM] Player picked up item: Coin, id: 995, amount: 2141951, owner: Iron Beef	
[4/22/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 08:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Beef	
[4/22/23 08:08PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Iron Beef	
[4/22/23 08:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Beef	
[4/22/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 08:34PM] Player picked up item: Coin, id: 995, amount: 3099301, owner: Iron Beef	
[4/22/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Beef	
[4/22/23 08:35PM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Iron Beef	
[4/22/23 09:34PM] Player picked up item: Coin, id: 995, amount: 2176208, owner: Iron Beef	
[4/22/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 09:35PM] Player picked up item: Coin, id: 995, amount: 2975863, owner: Iron Beef	
[4/22/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 09:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 09:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 09:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1027243, owner: Iron Beef	
[4/22/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 11:04PM] Player picked up item: Coin, id: 995, amount: 1812219, owner: Iron Beef	
[4/22/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 11:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 11:08PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Beef	
[4/22/23 11:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 1288722, owner: Iron Beef	
[4/22/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
[4/22/23 11:34PM] Player picked up item: Coin, id: 995, amount: 2322828, owner: Iron Beef	
[4/22/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Beef	
[4/22/23 11:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Beef	
[4/22/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Beef	
[4/23/23 12:04AM] Player picked up item: Coin, id: 995, amount: 1624525, owner: Iron Beef	
[4/23/23 12:34AM] Player picked up item: Coin, id: 995, amount: 3380857, owner: Iron Beef	
[4/23/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Beef	
[4/23/23 12:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Beef	
[4/23/23 12:51AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
[4/23/23 01:04AM] Player picked up item: Coin, id: 995, amount: 1992963, owner: Iron Beef	
[4/23/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Beef	
