[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 10:22AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Afklyfe	
[4/20/23 10:22AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Afklyfe	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xzarbraz	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Xzarbraz	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xzarbraz	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Xzarbraz	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1661744, owner: Xzarbraz	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2185589, owner: Xzarbraz	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 2486379, owner: Xzarbraz	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Xzarbraz	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xzarbraz	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 10:51AM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Xzarbraz	
[4/20/23 10:51AM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Xzarbraz	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1947198, owner: Xzarbraz	
[4/20/23 01:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 01:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 01:34PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/21/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/21/23 09:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/21/23 09:59PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/21/23 10:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/21/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/23/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/23/23 12:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/23/23 12:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
[4/23/23 12:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/23/23 12:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
[4/23/23 12:04PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/23/23 12:04PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
[4/23/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
