[4/15/23 11:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fanta	
[4/16/23 12:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 12:22AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fanta	
[4/16/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 12:24AM] Player picked up item: Coin, id: 995, amount: 1574149, owner: Fanta	
[4/16/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/16/23 12:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 12:32AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Fanta	
[4/16/23 12:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fanta	
[4/16/23 12:35AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fanta	
[4/16/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fanta	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fanta	
[4/16/23 04:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 04:32PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/16/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:33PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 04:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 04:36PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 04:36PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fanta	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Fanta	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Fanta	
[4/16/23 05:39PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Fanta	
[4/16/23 05:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/16/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/16/23 05:46PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 05:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/16/23 05:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 06:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 06:17PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Fanta	
[4/16/23 06:19PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Fanta	
[4/16/23 06:19PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fanta	
[4/16/23 06:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
[4/16/23 06:19PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fanta	
[4/16/23 06:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/16/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1058473, owner: Fanta	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fanta	
[4/17/23 02:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fanta	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:53PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Fanta	
[4/17/23 05:53PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:53PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:53PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:55PM] Player picked up item: Coin, id: 995, amount: 52000, owner: Fanta	
[4/17/23 05:55PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:55PM] Player picked up item: Coin, id: 995, amount: 39000, owner: Fanta	
[4/17/23 05:56PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:57PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:57PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Fanta	
[4/17/23 05:57PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:58PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 05:58PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1038943, owner: Fanta	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fanta	
[4/17/23 06:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fanta	
[4/17/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1374835, owner: Fanta	
[4/17/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fanta	
[4/17/23 07:33PM] Player picked up item: Coin, id: 995, amount: 1491156, owner: Fanta	
[4/17/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/17/23 07:33PM] Player picked up item: Coin, id: 995, amount: 3424259, owner: Fanta	
[4/17/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fanta	
[4/17/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fanta	
[4/17/23 07:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fanta	
[4/17/23 09:28PM] Player picked up item: Coin, id: 995, amount: 1425037, owner: Fanta	
[4/17/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/17/23 09:38PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 09:51PM] Player picked up item: Maze Cape, id: 17684, amount: 1, owner: Fanta	
[4/17/23 09:51PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 09:55PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 09:55PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fanta	
[4/17/23 09:55PM] Player picked up item: Coin, id: 995, amount: 65000, owner: Fanta	
[4/17/23 09:55PM] Player picked up item: Coin, id: 995, amount: 78000, owner: Fanta	
[4/17/23 09:57PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fanta	
[4/17/23 09:57PM] Player picked up item: Coin, id: 995, amount: 70000, owner: Fanta	
[4/17/23 09:57PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/17/23 09:57PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Fanta	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 2436300, owner: Fanta	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/17/23 09:59PM] Player picked up item: Coin, id: 995, amount: 2246245, owner: Fanta	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fanta	
[4/19/23 11:57PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/19/23 11:57PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/19/23 11:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/19/23 11:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/20/23 10:17PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Fanta	
[4/20/23 10:17PM] Player picked up item: Coin, id: 995, amount: 56000, owner: Fanta	
[4/20/23 10:17PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/20/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/20/23 10:19PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fanta	
[4/20/23 10:19PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fanta	
[4/20/23 10:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/20/23 10:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/20/23 10:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fanta	
[4/21/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/21/23 07:22PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fanta	
[4/21/23 07:36PM] Player picked up item: Coin, id: 995, amount: 1377098, owner: Fanta	
[4/21/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/21/23 07:36PM] Player picked up item: Coin, id: 995, amount: 3697542, owner: Fanta	
[4/21/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Fanta	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fanta	
[4/21/23 08:26PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fanta	
[4/21/23 08:28PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fanta	
[4/21/23 08:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/21/23 08:29PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fanta	
[4/21/23 08:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/21/23 08:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/21/23 08:33PM] Player picked up item: Coin, id: 995, amount: 2407680, owner: Fanta	
[4/21/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fanta	
[4/21/23 08:34PM] Player picked up item: Coin, id: 995, amount: 3247416, owner: Fanta	
[4/21/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fanta	
[4/21/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Fanta	
[4/21/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fanta	
[4/21/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fanta	
[4/21/23 08:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fanta	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fanta	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/21/23 10:04PM] Player picked up item: Coin, id: 995, amount: 1471006, owner: Fanta	
[4/21/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/22/23 06:30PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Fanta	
[4/22/23 06:33PM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Fanta	
[4/26/23 05:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/26/23 05:35PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/26/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fanta	
[4/26/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fanta	
[4/26/23 08:07PM] Player picked up item: Coin, id: 995, amount: 1092347, owner: Fanta	
[4/26/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fanta	
[4/26/23 08:11PM] Player picked up item: Coin, id: 995, amount: 4052760, owner: Fanta	
[4/26/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fanta	
