[4/15/23 02:39PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Dead	
[4/15/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:52PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dead	
[4/15/23 02:52PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dead	
[4/15/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dead	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dead	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dead	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 1705937, owner: Dead	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dead	
[4/15/23 03:02PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dead	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dead	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dead	
[4/15/23 03:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dead	
[4/15/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 03:07PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dead	
[4/15/23 03:07PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dead	
[4/15/23 03:07PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dead	
[4/15/23 03:10PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dead	
[4/15/23 03:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dead	
[4/15/23 03:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dead	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dead	
[4/15/23 03:28PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dead	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1627366, owner: Dead	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dead	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Dead	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dead	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dead	
[4/15/23 03:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dead	
[4/15/23 03:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dead	
[4/15/23 03:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dead	
[4/15/23 03:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dead	
[4/15/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dead	
[4/15/23 03:47PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dead	
[4/15/23 03:47PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Dead	
[4/15/23 03:49PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dead	
[4/15/23 03:51PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dead	
[4/15/23 03:52PM] Player picked up item: Clean Rexeth, id: 937, amount: 1, owner: Dead	
[4/15/23 03:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 03:53PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Dead	
[4/15/23 03:54PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Dead	
[4/15/23 03:58PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dead	
[4/15/23 03:58PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dead	
[4/15/23 04:00PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dead	
[4/15/23 04:00PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dead	
[4/15/23 04:00PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Dead	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dead	
[4/15/23 04:07PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Dead	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dead	
[4/15/23 04:11PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dead	
[4/15/23 04:13PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dead	
[4/15/23 04:13PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dead	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dead	
[4/15/23 04:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:18PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Dead	
[4/15/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:20PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dead	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dead	
[4/15/23 04:22PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Dead	
[4/15/23 04:22PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Dead	
[4/15/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dead	
[4/15/23 04:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dead	
[4/15/23 04:28PM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Dead	
[4/24/23 09:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Damnyoubro	
[4/24/23 09:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sinsaine	
[4/24/23 09:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kitchen	
