[4/21/23 03:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aj	
[4/21/23 03:39PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Aj	
[4/21/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aj	
[4/21/23 03:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aj	
[4/21/23 03:42PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Aj	
[4/21/23 03:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aj	
[4/21/23 03:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aj	
[4/21/23 03:56PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Aj	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Aj	
[4/21/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aj	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Aj	
[4/21/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1809011, owner: Aj	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aj	
[4/23/23 07:27AM] Player picked up item: Coin, id: 995, amount: 36000, owner: Aj	
[4/23/23 07:28AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Aj	
[4/23/23 07:28AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Aj	
[4/23/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aj	
[4/23/23 07:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
[4/23/23 07:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
[4/23/23 07:32AM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Aj	
[4/23/23 07:33AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Aj	
[4/23/23 07:33AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Aj	
[4/23/23 07:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Aj	
[4/23/23 07:35AM] Player picked up item: Coin, id: 995, amount: 1617984, owner: Aj	
[4/23/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aj	
[4/23/23 07:41AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Aj	
[4/23/23 07:41AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Aj	
[4/23/23 07:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aj	
[4/23/23 07:42AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Aj	
[4/23/23 07:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
[4/23/23 07:43AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Aj	
[4/23/23 07:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aj	
[4/23/23 07:45AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Aj	
[4/23/23 07:53AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Aj	
[4/23/23 07:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
[4/23/23 07:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
[4/23/23 07:59AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aj	
