[4/16/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc Alt	
[4/16/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 11:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 11:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1350192, owner: Jono	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jono	
[4/16/23 11:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jono	
[4/16/23 11:35PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jono	
[4/16/23 11:36PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jono	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 1174532, owner: Jono	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jono	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 12:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:07AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/17/23 12:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/17/23 12:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jono	
[4/17/23 12:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jono	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jono	
[4/17/23 12:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jono	
[4/17/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 12:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jono	
[4/17/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/17/23 12:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jono	
[4/17/23 12:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jono	
[4/17/23 12:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jono	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Jono	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jono	
[4/17/23 12:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Jono	
[4/17/23 01:00AM] Player picked up item: Coin, id: 995, amount: 1894184, owner: Jono	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jono	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1355205, owner: Jono	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jono	
[4/17/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/17/23 01:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jono	
[4/17/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jono	
[4/17/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jono	
[4/18/23 02:26AM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Jono	
