[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Gim K0000	
[4/16/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gim K0000	
[4/16/23 09:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gim K0000	
[4/16/23 09:04AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:04AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:05AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Gim K0000	
[4/16/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 09:07AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Gim K0000	
[4/16/23 09:07AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Gim K0000	
[4/16/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gim K0000	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gim K0000	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gim K0000	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gim K0000	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gim K0000	
[4/16/23 09:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Gim K0000	
[4/16/23 09:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:21AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 1157237, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2942571, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gim K0000	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:25AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 09:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 09:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gim K0000	
[4/16/23 09:28AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gim K0000	
[4/16/23 09:29AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:29AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:31AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:31AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:32AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Gim K0000	
[4/16/23 09:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gim K0000	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Gim K0000	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gim K0000	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gim K0000	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2386552, owner: Gim K0000	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1426464, owner: Gim K0000	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1204859, owner: Gim K0000	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3917324, owner: Gim K0000	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2368053, owner: Gim K0000	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2173358, owner: Gim K0000	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Gim K0000	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Gim K0000	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gim K0000	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gim K0000	
[4/16/23 09:47AM] Player picked up item: X1.5 Damage Perk, id: 4442, amount: 1, owner: Gim K0000	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gim K0000	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gim K0000	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gim K0000	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gim K0000	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gim K0000	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gim K0000	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 2572602, owner: Gim K0000	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Gim K0000	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Gim K0000	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Gim K0000	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 09:55AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Gim K0000	
[4/16/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 09:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gim K0000	
[4/16/23 09:57AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Gim K0000	
[4/16/23 09:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Gim K0000	
[4/16/23 09:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Gim K0000	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Gim K0000	
[4/16/23 10:05AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Gim K0000	
[4/16/23 10:05AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gim K0000	
[4/16/23 10:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 10:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/19/23 01:33PM] Player picked up item: Lust Poncho, id: 8807, amount: 1, owner: Gim K0000	
