[4/19/23 11:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:13PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Kingrock	
[4/19/23 12:14PM] Player picked up item: Maze Legs, id: 5428, amount: 1, owner: Kingrock	
[4/19/23 12:14PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Kingrock	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dajjal	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dajjal	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dajjal	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dajjal	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dajjal	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dajjal	
[4/19/23 12:29PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Boots, id: 21047, amount: 1, owner: Kingrock	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1794065, owner: Dajjal	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dajjal	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dajjal	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dajjal	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dajjal	
[4/20/23 07:21AM] Player picked up item: Coin, id: 995, amount: 2070314, owner: Dajjal	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dajjal	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 4037502, owner: Dajjal	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dajjal	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dajjal	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dajjal	
