[4/19/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascaris	
[4/19/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ascaris	
[4/19/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 05:40PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ascaris	
[4/19/23 05:40PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ascaris	
[4/19/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ascaris	
[4/19/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ascaris	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:02PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ascaris	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ascaris	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ascaris	
[4/19/23 06:13PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ascaris	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Ascaris	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ascaris	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascaris	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ascaris	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1353263, owner: Ascaris	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Body, id: 4685, amount: 1, owner: Onlyfans	
[4/23/23 11:44AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/23/23 11:51AM] Player picked up item: Malvek Pet, id: 19485, amount: 1, owner: Hibashi	
