[4/17/23 08:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Coin, id: 995, amount: 900, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:25PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 900, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 900, owner: Doidao	
[4/17/23 08:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 800, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 800, owner: Doidao	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 800, owner: Doidao	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Doidao	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Doidao	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:37PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Doidao	
[4/17/23 08:38PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Doidao	
[4/17/23 08:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Doidao	
[4/17/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doidao	
[4/17/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Doidao	
[4/17/23 08:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:52PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Doidao	
[4/17/23 08:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doidao	
[4/17/23 08:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Doidao	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 2033960, owner: Doidao	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Doidao	
[4/17/23 10:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Doidao	
[4/17/23 10:04PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Doidao	
[4/17/23 10:04PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Doidao	
[4/17/23 10:12PM] Player picked up item: Coin, id: 995, amount: 800, owner: Doidao	
[4/17/23 10:14PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Doidao	
[4/17/23 10:22PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Doidao	
[4/17/23 10:23PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Doidao	
[4/17/23 10:23PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Doidao	
[4/17/23 10:29PM] Player picked up item: Coin, id: 995, amount: 2301250, owner: Doidao	
[4/17/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Doidao	
[4/17/23 10:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Doidao	
[4/17/23 10:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Doidao	
[4/17/23 10:44PM] Player picked up item: Coin, id: 995, amount: 3818216, owner: Doidao	
[4/17/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Doidao	
[4/17/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Doidao	
[4/17/23 10:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Doidao	
[4/17/23 10:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Doidao	
[4/17/23 10:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 10:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Doidao	
[4/17/23 10:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 10:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Doidao	
[4/17/23 10:56PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Doidao	
[4/17/23 10:57PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Doidao	
[4/17/23 10:57PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Doidao	
[4/17/23 10:57PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Doidao	
[4/17/23 10:59PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Doidao	
[4/17/23 10:59PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Doidao	
[4/17/23 10:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Doidao	
[4/17/23 11:01PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 11:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Doidao	
[4/17/23 11:05PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Doidao	
[4/17/23 11:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Doidao	
[4/17/23 11:10PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Doidao	
