[4/22/23 05:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 800, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 800, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:56PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Eliastofar	
[4/22/23 05:56PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Eliastofar	
[4/22/23 05:56PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Eliastofar	
[4/22/23 05:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eliastofar	
[4/22/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eliastofar	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eliastofar	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eliastofar	
[4/22/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eliastofar	
[4/22/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 06:10PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Eliastofar	
[4/22/23 06:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eliastofar	
[4/22/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Eliastofar	
[4/22/23 06:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Eliastofar	
[4/22/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Eliastofar	
[4/22/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eliastofar	
[4/22/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1792684, owner: Eliastofar	
[4/22/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Eliastofar	
[4/22/23 06:35PM] Player picked up item: Coin, id: 995, amount: 3800899, owner: Eliastofar	
[4/22/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Eliastofar	
[4/22/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Eliastofar	
[4/22/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Eliastofar	
[4/22/23 06:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 06:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1836719, owner: Eliastofar	
[4/22/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Eliastofar	
[4/22/23 07:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:13PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eliastofar	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:19PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Eliastofar	
[4/22/23 07:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eliastofar	
[4/22/23 07:52PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Eliastofar	
