[4/15/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Hiro	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peg Legs	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peg Legs	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peg Legs	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peg Legs	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peg Legs	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Peg Legs	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:23AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Peg Legs	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peg Legs	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peg Legs	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Peg Legs	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Peg Legs	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peg Legs	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Peg Legs	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 3175162, owner: Peg Legs	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peg Legs	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 4910362, owner: Peg Legs	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peg Legs	
[4/15/23 09:31AM] Player picked up item: Vial, id: 229, amount: 1, owner: Peg Legs	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peg Legs	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peg Legs	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peg Legs	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peg Legs	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:41AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Peg Legs	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
[4/15/23 09:53AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Peg Legs	
[4/15/23 09:58AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peg Legs	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 3904706, owner: Peg Legs	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peg Legs	
[4/15/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peg Legs	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peg Legs	
