[4/17/23 02:50PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Roses	
[4/18/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Emordnys	
[4/18/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Emordnys	
[4/18/23 07:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Emordnys	
[4/18/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Emordnys	
[4/18/23 07:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 07:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 07:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Emordnys	
[4/18/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 12:01PM] Player picked up item: Coin, id: 995, amount: 900, owner: Emordnys	
[4/18/23 12:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Emordnys	
[4/18/23 12:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 12:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 12:10PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Emordnys	
[4/18/23 12:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Emordnys	
[4/18/23 12:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 12:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 12:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Emordnys	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1785883, owner: Emordnys	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Emordnys	
[4/18/23 12:13PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Emordnys	
[4/18/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Emordnys	
[4/18/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Emordnys	
[4/18/23 12:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Emordnys	
[4/18/23 12:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Emordnys	
[4/18/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Emordnys	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 2070941, owner: Emordnys	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Emordnys	
[4/18/23 01:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Emordnys	
[4/18/23 02:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Emordnys	
[4/18/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 02:10PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Emordnys	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Emordnys	
[4/18/23 02:14PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Emordnys	
[4/18/23 02:19PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Emordnys	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Emordnys	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Emordnys	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Emordnys	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 3235444, owner: Emordnys	
[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Emordnys	
[4/18/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Emordnys	
