[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Keeduvorst	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4427257, owner: Keeduvorst	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Keeduvorst	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3520085, owner: Keeduvorst	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Keeduvorst	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Keeduvorst	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Keeduvorst	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Keeduvorst	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Keeduvorst	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Keeduvorst	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1989204, owner: Keeduvorst	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Keeduvorst	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Keeduvorst	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 12:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Keeduvorst	
[4/17/23 01:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Keeduvorst	
[4/17/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 01:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Keeduvorst	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 800, owner: Keeduvorst	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Keeduvorst	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 700, owner: Keeduvorst	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 01:37PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Keeduvorst	
[4/17/23 01:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/17/23 01:46PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/17/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 01:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/17/23 02:29PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Keeduvorst	
[4/17/23 02:29PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Keeduvorst	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2396102, owner: Keeduvorst	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 4140983, owner: Keeduvorst	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Keeduvorst	
[4/17/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Keeduvorst	
[4/17/23 02:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 02:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Keeduvorst	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1753813, owner: Keeduvorst	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 03:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Keeduvorst	
[4/18/23 01:01AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Keeduvorst	
[4/18/23 01:01AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Keeduvorst	
[4/18/23 01:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Keeduvorst	
[4/18/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1253937, owner: Keeduvorst	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Keeduvorst	
