[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:28PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Stanleysteam	
[4/21/23 07:31PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Stanleysteam	
[4/21/23 07:31PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Stanleysteam	
[4/21/23 07:32PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Stanleysteam	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1039061, owner: Stanleysteam	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stanleysteam	
[4/21/23 07:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Stanleysteam	
[4/21/23 08:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Stanleysteam	
[4/21/23 08:02PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Stanleysteam	
[4/21/23 08:03PM] Player picked up item: Coin, id: 995, amount: 1948726, owner: Stanleysteam	
[4/21/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stanleysteam	
[4/21/23 08:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Stanleysteam	
[4/21/23 08:10PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Stanleysteam	
[4/21/23 08:11PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Stanleysteam	
[4/21/23 08:12PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Stanleysteam	
[4/21/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 08:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stanleysteam	
[4/21/23 08:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stanleysteam	
[4/21/23 08:15PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Stanleysteam	
[4/21/23 08:16PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stanleysteam	
[4/21/23 08:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stanleysteam	
[4/21/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Stanleysteam	
[4/21/23 08:28PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Stanleysteam	
[4/21/23 08:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Stanleysteam	
[4/21/23 08:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Stanleysteam	
[4/21/23 08:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Stanleysteam	
[4/21/23 08:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Stanleysteam	
[4/21/23 08:33PM] Player picked up item: Coin, id: 995, amount: 2242512, owner: Stanleysteam	
[4/21/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stanleysteam	
[4/21/23 08:34PM] Player picked up item: Coin, id: 995, amount: 2523421, owner: Stanleysteam	
[4/21/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Stanleysteam	
[4/21/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Stanleysteam	
[4/21/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Stanleysteam	
[4/21/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Stanleysteam	
[4/21/23 08:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Stanleysteam	
[4/22/23 12:52AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Stanleysteam	
