[4/17/23 06:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tao	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tao	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Tao	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tao	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2179742, owner: Tao	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tao	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 4105814, owner: Tao	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tao	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tao	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tao	
