[4/20/23 05:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: U	
[4/25/23 05:08AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: U	
[4/25/23 05:08AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: U	
[4/25/23 05:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: U	
[4/25/23 05:15AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: U	
[4/25/23 05:16AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: U	
[4/25/23 05:18AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/25/23 05:18AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/25/23 05:33AM] Player picked up item: Coin, id: 995, amount: 2183744, owner: U	
[4/25/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/25/23 05:35AM] Player picked up item: Coin, id: 995, amount: 4225117, owner: U	
[4/25/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: U	
[4/25/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: U	
[4/25/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: U	
[4/25/23 06:03AM] Player picked up item: Coin, id: 995, amount: 1382594, owner: U	
[4/25/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/25/23 06:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/25/23 06:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/25/23 06:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/25/23 06:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/25/23 01:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: U	
[4/25/23 01:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: U	
[4/25/23 01:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: U	
