[4/15/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mysterious	
[4/15/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mysterious	
[4/15/23 12:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 12:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mysterious	
[4/15/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 12:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mysterious	
[4/15/23 01:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 01:03AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mysterious	
[4/15/23 01:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mysterious	
[4/15/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mysterious	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Mysterious	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:05AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Mysterious	
[4/15/23 01:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 01:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 01:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mysterious	
[4/15/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mysterious	
[4/15/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mysterious	
[4/15/23 01:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:25AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mysterious	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mysterious	
[4/15/23 01:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mysterious	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mysterious	
[4/22/23 09:55PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
