[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/21/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2604267, owner: Turbz	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/21/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Turbz	
[4/21/23 11:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Turbz	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1117240, owner: Turbz	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/21/23 12:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/21/23 12:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Turbz	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Turbz	
[4/22/23 01:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/22/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 1001575, owner: Turbz	
[4/22/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2361862, owner: Turbz	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/22/23 02:34PM] Player picked up item: Coin, id: 995, amount: 4372715, owner: Turbz	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turbz	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Turbz	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Turbz	
[4/24/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/24/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/24/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Qiyana	
[4/24/23 10:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Qiyana	
[4/24/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2390349, owner: Turbz	
[4/24/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/24/23 11:32AM] Player picked up item: Coin, id: 995, amount: 2436579, owner: Turbz	
[4/24/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/24/23 11:34AM] Player picked up item: Coin, id: 995, amount: 2563498, owner: Turbz	
[4/24/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/25/23 11:03AM] Player picked up item: Coin, id: 995, amount: 1848929, owner: Turbz	
[4/25/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/25/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/25/23 11:26AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/25/23 11:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/25/23 11:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/25/23 11:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Groupie	
[4/25/23 11:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Groupie	
[4/25/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/25/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/25/23 01:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/25/23 01:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/25/23 01:32PM] Player picked up item: Coin, id: 995, amount: 2437667, owner: Turbz	
[4/25/23 01:33PM] Player picked up item: Coin, id: 995, amount: 4377858, owner: Turbz	
[4/25/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/25/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/25/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turbz	
[4/25/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Turbz	
[4/25/23 01:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Turbz	
