[4/16/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tazm94	
[4/16/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tazm94	
[4/16/23 11:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:53PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Tazm94	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tazm94	
[4/16/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tazm94	
