[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Masterking1	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/23/23 06:49AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Masterking1	
[4/23/23 06:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Masterking1	
[4/23/23 06:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/23/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/23/23 06:51AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Masterking1	
[4/23/23 06:52AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Masterking1	
[4/24/23 06:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/24/23 06:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/24/23 06:28AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Masterking1	
[4/24/23 06:28AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Masterking1	
[4/24/23 06:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/24/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:30AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Masterking1	
[4/24/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/24/23 06:32AM] Player picked up item: Coin, id: 995, amount: 1435813, owner: Masterking1	
[4/24/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Masterking1	
[4/24/23 06:34AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Masterking1	
[4/24/23 06:34AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Masterking1	
[4/24/23 06:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Masterking1	
[4/24/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Masterking1	
[4/24/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Masterking1	
[4/24/23 06:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Masterking1	
[4/24/23 06:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Masterking1	
[4/24/23 06:44AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Masterking1	
[4/24/23 06:47AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Masterking1	
[4/24/23 06:47AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Masterking1	
[4/24/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Masterking1	
[4/24/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Masterking1	
[4/24/23 06:48AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Masterking1	
[4/24/23 06:49AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Masterking1	
[4/24/23 07:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Masterking1	
[4/24/23 07:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
