[4/16/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Deadlyhorror	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:46PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Deadlyhorror	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Deadlyhorror	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1723452, owner: Deadlyhorror	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Deadlyhorror	
[4/16/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Deadlyhorror	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Deadlyhorror	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 800, owner: Deadlyhorror	
[4/16/23 02:14PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Beef Supreme	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:22PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Deadlyhorror	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Deadlyhorror	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 700, owner: Deadlyhorror	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Deadlyhorror	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1051805, owner: Deadlyhorror	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Deadlyhorror	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 4316515, owner: Deadlyhorror	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Deadlyhorror	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Deadlyhorror	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Deadlyhorror	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:26PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:32PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:33PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:34PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:34PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Deadlyhorror	
[4/16/23 02:34PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:35PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:36PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
