[4/20/23 06:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 07:16AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vetz	
[4/20/23 07:21AM] Player picked up item: Coin, id: 995, amount: 1003390, owner: Vetz	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vetz	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vetz	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vetz	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vetz	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vetz	
[4/20/23 07:44AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vetz	
[4/20/23 07:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vetz	
[4/20/23 07:53AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vetz	
[4/21/23 08:41AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Forest	
[4/22/23 04:14PM] Player picked up item: Titan Helm, id: 8803, amount: 1, owner: Vetz	
