[4/22/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brex	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brex	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2268531, owner: Brex	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Brex	
[4/22/23 01:36PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brex	
[4/22/23 01:36PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brex	
[4/22/23 01:37PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brex	
[4/22/23 01:37PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brex	
[4/22/23 01:37PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Brex	
[4/22/23 01:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Brex	
[4/22/23 01:38PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brex	
[4/22/23 01:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Brex	
[4/22/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brex	
[4/22/23 01:40PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brex	
[4/22/23 01:40PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brex	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Brex	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Brex	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Brex	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Brex	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Brex	
[4/22/23 01:47PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Brex	
[4/22/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Brex	
[4/22/23 01:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brex	
[4/22/23 01:49PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Brex	
[4/22/23 01:49PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Brex	
[4/22/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:54PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:58PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Brex	
[4/22/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brex	
[4/22/23 01:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:00PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Brex	
[4/22/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brex	
[4/22/23 02:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brex	
[4/22/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1482359, owner: Brex	
[4/22/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brex	
[4/22/23 02:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Brex	
