[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 05:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Peez	
[4/17/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:04PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Peez	
[4/17/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Peez	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Peez	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Peez	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Peez	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 22, owner: Peez	
[4/17/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Peez	
[4/17/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/17/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/17/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 17, owner: Peez	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 17, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/17/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/17/23 07:08PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Peez	
[4/17/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/17/23 07:08PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Peez	
[4/17/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/17/23 07:09PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/17/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/17/23 07:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Peez	
[4/17/23 07:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Peez	
[4/17/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/17/23 07:10PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Peez	
[4/17/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/17/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/17/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Peez	
[4/17/23 07:12PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/17/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/17/23 07:12PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/17/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/17/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/17/23 07:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Peez	
[4/17/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/17/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Peez	
[4/17/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 12:45AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Peez	
[4/21/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 12:45AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Peez	
[4/21/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 12:46AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Peez	
[4/21/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 12:46AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Peez	
[4/21/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 12:48AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Peez	
[4/21/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 12:48AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Peez	
[4/21/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Peez	
[4/21/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:53AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:54AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 12:54AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Peez	
[4/21/23 12:54AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Peez	
[4/21/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Peez	
[4/21/23 12:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 12:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 12:57AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Peez	
[4/21/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Peez	
[4/21/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 01:01AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Peez	
[4/21/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 01:02AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Peez	
[4/21/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 01:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Peez	
[4/21/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:04AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Peez	
[4/21/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:04AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/21/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:05AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/21/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 01:05AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/21/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:06AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 01:06AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Peez	
[4/21/23 01:06AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Peez	
[4/21/23 01:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/21/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 01:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Peez	
[4/21/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:10AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Peez	
[4/21/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:11AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Peez	
[4/21/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 01:12AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Coin, id: 995, amount: 900, owner: Peez	
[4/21/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:14AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Peez	
[4/21/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 19, owner: Peez	
[4/21/23 01:15AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Peez	
[4/21/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Peez	
[4/21/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
