[4/15/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fake Taxi	
[4/16/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/16/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/16/23 12:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jroc	
[4/16/23 12:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jroc	
[4/16/23 12:45AM] Player picked up item: Coin, id: 995, amount: 700, owner: Jroc	
[4/16/23 12:45AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jroc	
[4/16/23 12:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jroc	
[4/16/23 12:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jroc	
[4/16/23 12:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jroc	
[4/16/23 12:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jroc	
[4/16/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/16/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jroc	
[4/16/23 01:07AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jroc	
[4/16/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dontbicme	
[4/16/23 10:04PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jroc	
[4/17/23 02:37PM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Boterkoek	
[4/19/23 04:38PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 04:38PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 08:06PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Asquad	
[4/19/23 08:06PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Asquad	
[4/19/23 08:50PM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Tellur	
[4/19/23 08:50PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Tellur	
[4/19/23 08:50PM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Tellur	
[4/19/23 08:50PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Tellur	
[4/19/23 08:50PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Tellur	
[4/20/23 02:07PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Boms	
[4/21/23 03:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grizzly	
[4/22/23 10:18AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Duke	
[4/22/23 11:11PM] Player picked up item: Miner chestplate (adamant), id: 20585, amount: 1, owner: Suh	
